Time,Time Code,Country ..me,Country Code,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]"
2016,YR2016,United Arab Emirates,ARE,77.47
2016,YR2016,United Kingdom,GBR,81.15609756
2016,YR2016,United States,USA,78.53902439
2016,YR2016,Uruguay,URY,77.498
2016,YR2016,Uzbekistan,UZB,71.171
2016,YR2016,Vanuatu,VUT,70.021
2016,YR2016,"Venezuela, RB",VEN,72.405
2016,YR2016,Viet..m,VNM,75.172
2016,YR2016,Virgin Islands (U.S.),VIR,79.26829268
2016,YR2016,West Bank and Gaza,PSE,73.589
2016,YR2016,"Yemen, Rep.",YEM,66.087
2016,YR2016,Zambia,ZMB,62.464
2016,YR2016,Zimbabwe,ZWE,60.294
2016,YR2016,Arab World,ARB,71.43649684
2016,YR2016,Caribbean small states,CSS,73.39595639
2016,YR2016,Central Europe and the Baltics,CEB,76.98893983
2016,YR2016,Early-demographic dividend,EAR,70.01206579
2016,YR2016,East Asia & Pacific,EAS,75.63562149
2016,YR2016,East Asia & Pacific (excluding high income),EAP,74.75561418
2016,YR2016,East Asia & Pacific (IDA & IBRD countries),TEA,74.79361457
2016,YR2016,Euro area,EMU,81.94592967
2016,YR2016,Europe & Central Asia,ECS,77.58798224
2016,YR2016,Europe & Central Asia (excluding high income),ECA,73.05881307
2016,YR2016,Europe & Central Asia (IDA & IBRD countries),TEC,73.50378222
2016,YR2016,European Union,EUU,80.94309246
2016,YR2016,Fragile and conflict affected situations,FCS,60.93198908
2016,YR2016,Heavily indebted poor countries (HIPC),HPC,62.3232893
2016,YR2016,High income,HIC,80.64039254
2016,YR2016,IBRD only,IBD,72.95836486
2016,YR2016,IDA & IBRD total,IBT,70.61943318
2016,YR2016,IDA blend,IDB,61.6994536
2016,YR2016,IDA only,IDX,64.616877
2016,YR2016,IDA total,IDA,63.62848404
2016,YR2016,Late-demographic dividend,LTE,75.74518596
2016,YR2016,Latin America & Caribbean,LCN,75.11995716
2016,YR2016,Latin America & Caribbean (excluding high income),LAC,74.92203333
2016,YR2016,Latin America & the Caribbean (IDA & IBRD countries),TLA,75.02873523
2016,YR2016,Least developed countries: UN classification,LDC,64.34577144
2016,YR2016,Low & middle income,LMY,70.55541384
2016,YR2016,Low income,LIC,62.98932635
2016,YR2016,Lower middle income,LMC,68.07456289
2016,YR2016,Middle East & North Africa,MEA,73.71082025
2016,YR2016,Middle East & North Africa (excluding high income),M..,73.1982111
2016,YR2016,Middle East & North Africa (IDA & IBRD countries),TMN,73.19354707
2016,YR2016,Middle income,MIC,71.46773664
2016,YR2016,North America,..C,78.9016844
2016,YR2016,Not classified,INX,..
2016,YR2016,OECD members,OED,80.08656321
2016,YR2016,Other small states,OSS,67.8356294
2016,YR2016,Pacific island small states,PSS,69.61374193
2016,YR2016,Post-demographic dividend,PST,80.55424512
2016,YR2016,Pre-demographic dividend,PRE,59.99193712
2016,YR2016,Small states,SST,68.96046273
2016,YR2016,South Asia,SAS,68.91615144
2016,YR2016,South Asia (IDA & IBRD),TSA,68.91615144
2016,YR2016,Sub-Saharan Africa,SSF,60.44238734
2016,YR2016,Sub-Saharan Africa (excluding high income),SSA,60.44110322
2016,YR2016,Sub-Saharan Africa (IDA & IBRD countries),TSS,60.44238734
2016,YR2016,Upper middle income,UMC,75.278622
2016,YR2016,World,WLD,72.18217105
2017,YR2017,Afghanistan,AFG,64.13
2017,YR2017,Albania,ALB,78.333
2017,YR2017,Algeria,DZA,76.499
2017,YR2017,American Samoa,ASM,..
2017,YR2017,Andorra,AND,..
2017,YR2017,Angola,AGO,60.379
2017,YR2017,Antigua and Barbuda,ATG,76.752
2017,YR2017,Argenti..,ARG,76.372
2017,YR2017,Armenia,ARM,74.797
2017,YR2017,Aruba,ABW,76.01
2017,YR2017,Australia,AUS,82.5
2017,YR2017,Austria,AUT,81.64390244
2017,YR2017,Azerbaijan,AZE,72.693
2017,YR2017,"Bahamas, The",BHS,73.554
2017,YR2017,Bahrain,BHR,77.032
2017,YR2017,Bangladesh,BGD,72.052
2017,YR2017,Barbados,BRB,78.981
2017,YR2017,Belarus,BLR,74.12926829
2017,YR2017,Belgium,BEL,81.49268293
2017,YR2017,Belize,BLZ,74.365
2017,YR2017,Benin,BEN,61.174
2017,YR2017,Bermuda,BMU,81.44195122
2017,YR2017,Bhutan,BTN,71.129
2017,YR2017,Bolivia,BOL,70.945
2017,YR2017,Bosnia and Herzegovi..,BIH,77.128
2017,YR2017,Botswa..,BWA,68.812
2017,YR2017,Brazil,BRA,75.456
2017,YR2017,British Virgin Islands,VGB,..
2017,YR2017,Brunei Darussalam,BRN,75.585
2017,YR2017,Bulgaria,BGR,74.81463415
2017,YR2017,Burki.. Faso,BFA,60.768
2017,YR2017,Burundi,BDI,60.898
2017,YR2017,Cabo Verde,CPV,72.57
2017,YR2017,Cambodia,KHM,69.289
2017,YR2017,Cameroon,CMR,58.511
2017,YR2017,Ca..da,CAN,81.94878049
2017,YR2017,Cayman Islands,CYM,..
2017,YR2017,Central African Republic,CAF,52.24
2017,YR2017,Chad,TCD,53.712
2017,YR2017,Channel Islands,CHI,82.766
2017,YR2017,Chile,CHL,79.909
2017,YR2017,Chi..,CHN,76.47
2017,YR2017,Colombia,COL,76.925
2017,YR2017,Comoros,COM,63.912
2017,YR2017,"Congo, Dem. Rep.",COD,60.026
2017,YR2017,"Congo, Rep.",COG,63.954
2017,YR2017,Costa Rica,CRI,79.914
2017,YR2017,Cote d'Ivoire,CIV,57.017
2017,YR2017,Croatia,HRV,77.82682927
2017,YR2017,Cuba,CUB,78.662
2017,YR2017,Curacao,CUW,78.01707317
2017,YR2017,Cyprus,CYP,80.672
2017,YR2017,Czech Republic,CZE,78.97804878
2017,YR2017,Denmark,DNK,81.10243902
2017,YR2017,Djibouti,DJI,65.893
2017,YR2017,Dominica,DMA,..
2017,YR2017,Dominican Republic,DOM,73.689
2017,YR2017,Ecuador,ECU,76.584
2017,YR2017,"Egypt, Arab Rep.",EGY,71.656
2017,YR2017,El Salvador,SLV,72.872
2017,YR2017,Equatorial Guinea,GNQ,58.061
2017,YR2017,Eritrea,ERI,65.538
2017,YR2017,Estonia,EST,78.09268293
2017,YR2017,Eswatini,SWZ,58.319
2017,YR2017,Ethiopia,ETH,65.872
2017,YR2017,Faroe Islands,FRO,82.29756098
2017,YR2017,Fiji,FJI,67.252
2017,YR2017,Finland,FIN,81.63170732
2017,YR2017,France,FRA,82.52682927
2017,YR2017,French Polynesia,PYF,77.251
2017,YR2017,Gabon,GAB,65.839
2017,YR2017,"Gambia, The",GMB,61.44
2017,YR2017,Georgia,GEO,73.414
2017,YR2017,Germany,DEU,80.99268293
2017,YR2017,Gha..,GHA,63.463
2017,YR2017,Gibraltar,GIB,..
2017,YR2017,Greece,GRC,81.28780488
2017,YR2017,Greenland,GRL,..
2017,YR2017,Gre..da,GRD,72.388
2017,YR2017,Guam,GUM,79.631
2017,YR2017,Guatemala,GTM,73.81
2017,YR2017,Guinea,GIN,60.706
2017,YR2017,Guinea-Bissau,GNB,57.673
2017,YR2017,Guya..,GUY,69.624
2017,YR2017,Haiti,HTI,63.29
2017,YR2017,Honduras,HND,74.898
2017,YR2017,"Hong Kong SAR, Chi..",HKG,84.6804878
2017,YR2017,Hungary,HUN,75.81707317
2017,YR2017,Iceland,ISL,82.66097561
2017,YR2017,India,IND,69.165
2017,YR2017,Indonesia,IDN,71.282
2017,YR2017,"Iran, Islamic Rep.",IRN,76.271
2017,YR2017,Iraq,IRQ,70.294
2017,YR2017,Ireland,IRL,82.15609756
2017,YR2017,Isle of Man,IMN,..
2017,YR2017,Israel,ISR,82.55121951
2017,YR2017,Italy,ITA,82.94634146
2017,YR2017,Jamaica,JAM,74.267
2017,YR2017,Japan,JPN,84.0997561
2017,YR2017,Jordan,JOR,74.292
2017,YR2017,Kazakhstan,KAZ,72.95
2017,YR2017,Kenya,KEN,65.909
2017,YR2017,Kiribati,KIR,67.851
2017,YR2017,"Korea, Dem. People’s Rep.",PRK,71.91
2017,YR2017,"Korea, Rep.",KOR,82.62682927
2017,YR2017,Kosovo,XKX,71.94634146
2017,YR2017,Kuwait,KWT,75.311
2017,YR2017,Kyrgyz Republic,KGZ,71.2
2017,YR2017,Lao PDR,LAO,67.277
2017,YR2017,Latvia,LVA,74.62926829
2017,YR2017,Lebanon,LBN,78.833
2017,YR2017,Lesotho,LSO,52.947
2017,YR2017,Liberia,LBR,63.295
2017,YR2017,Libya,LBY,72.52
2017,YR2017,Liechtenstein,LIE,83.74634146
2017,YR2017,Lithuania,LTU,75.4804878
2017,YR2017,Luxembourg,LUX,82.09512195
2017,YR2017,"Macao SAR, Chi..",MAC,83.989
2017,YR2017,Madagascar,MDG,66.311
2017,YR2017,Malawi,MWI,63.279
2017,YR2017,Malaysia,MYS,75.828
2017,YR2017,Maldives,MDV,78.325
2017,YR2017,Mali,MLI,58.452
2017,YR2017,Malta,MLT,82.34634146
2017,YR2017,Marshall Islands,MHL,..
2017,YR2017,Mauritania,MRT,64.464
2017,YR2017,Mauritius,MUS,74.51463415
2017,YR2017,Mexico,MEX,74.947
2017,YR2017,"Micronesia, Fed. Sts.",FSM,67.618
2017,YR2017,Moldova,MDA,71.717
2017,YR2017,Mo..co,MCO,..
2017,YR2017,Mongolia,MNG,69.509
2017,YR2017,Montenegro,MNE,76.667
2017,YR2017,Morocco,MAR,76.218
2017,YR2017,Mozambique,MOZ,59.309
2017,YR2017,Myanmar,MMR,66.558
2017,YR2017,..mibia,..M,63.021
2017,YR2017,..uru,NRU,..
2017,YR2017,Nepal,NPL,70.169
2017,YR2017,Netherlands,NLD,81.76097561
2017,YR2017,New Caledonia,NCL,77.14878049
2017,YR2017,New Zealand,NZL,81.65853659
2017,YR2017,Nicaragua,NIC,74.068
2017,YR2017,Niger,NER,61.599
2017,YR2017,Nigeria,NGA,53.95
2017,YR2017,North Macedonia,MKD,75.589
2017,YR2017,Northern Maria.. Islands,MNP,..
2017,YR2017,Norway,NOR,82.6097561
2017,YR2017,Oman,OMN,77.393
2017,YR2017,Pakistan,PAK,66.947
2017,YR2017,Palau,PLW,..
2017,YR2017,Pa..ma,PAN,78.149
2017,YR2017,Papua New Guinea,PNG,64.01
2017,YR2017,Paraguay,PRY,73.992
2017,YR2017,Peru,PER,76.286
2017,YR2017,Philippines,PHL,70.952
2017,YR2017,Poland,POL,77.75365854
2017,YR2017,Portugal,PRT,81.42439024
2017,YR2017,Puerto Rico,PRI,79.63453659
2017,YR2017,Qatar,QAT,79.981
2017,YR2017,Romania,ROU,75.3097561
2017,YR2017,Russian Federation,RUS,72.43195122
2017,YR2017,Rwanda,RWA,68.341
2017,YR2017,Samoa,WSM,73.046
2017,YR2017,San Marino,SMR,..
2017,YR2017,Sao Tome and Principe,STP,69.933
2017,YR2017,Saudi Arabia,SAU,74.874
2017,YR2017,Senegal,SEN,67.38
2017,YR2017,Serbia,SRB,75.53902439
2017,YR2017,Seychelles,SYC,74.3
2017,YR2017,Sierra Leone,SLE,53.895
2017,YR2017,Singapore,SGP,83.09512195
2017,YR2017,Sint Maarten (Dutch part),SXM,..
2017,YR2017,Slovak Republic,SVK,77.16585366
2017,YR2017,Slovenia,SVN,81.02926829
2017,YR2017,Solomon Islands,SLB,72.645
2017,YR2017,Somalia,SOM,56.709
2017,YR2017,South Africa,ZAF,63.538
2017,YR2017,South Sudan,SSD,57.365
2017,YR2017,Spain,ESP,83.28292683
2017,YR2017,Sri Lanka,LKA,76.648
2017,YR2017,St. Kitts and Nevis,K..,..
2017,YR2017,St. Lucia,LCA,75.907
2017,YR2017,St. Martin (French part),MAF,79.72195122
2017,YR2017,St. Vincent and the Gre..dines,VCT,72.3
2017,YR2017,Sudan,SDN,64.881
2017,YR2017,Suri..me,SUR,71.463
2017,YR2017,Sweden,SWE,82.4097561
2017,YR2017,Switzerland,CHE,83.55121951
2017,YR2017,Syrian Arab Republic,SYR,70.967
2017,YR2017,Tajikistan,TJK,70.647
2017,YR2017,Tanzania,TZA,64.479
2017,YR2017,Thailand,THA,76.683
2017,YR2017,Timor-Leste,TLS,69.007
2017,YR2017,Togo,TGO,60.489
2017,YR2017,Tonga,TON,70.701
2017,YR2017,Trinidad and Tobago,TTO,73.245
2017,YR2017,Tunisia,TUN,76.31
2017,YR2017,Turkey,TUR,77.161
2017,YR2017,Turkmenistan,TKM,67.956
2017,YR2017,Turks and Caicos Islands,TCA,..
2017,YR2017,Tuvalu,TUV,..
2017,YR2017,Uganda,UGA,62.516
2017,YR2017,Ukraine,UKR,71.78097561
2017,YR2017,United Arab Emirates,ARE,77.647
2017,YR2017,United Kingdom,GBR,81.25609756
2017,YR2017,United States,USA,78.53902439
2017,YR2017,Uruguay,URY,77.632
2017,YR2017,Uzbekistan,UZB,71.388
2017,YR2017,Vanuatu,VUT,70.172
2017,YR2017,"Venezuela, RB",VEN,72.246
2017,YR2017,Viet..m,VNM,75.241
2017,YR2017,Virgin Islands (U.S.),VIR,79.4195122
2017,YR2017,West Bank and Gaza,PSE,73.74
2017,YR2017,"Yemen, Rep.",YEM,66.086
2017,YR2017,Zambia,ZMB,63.043
2017,YR2017,Zimbabwe,ZWE,60.812
2017,YR2017,Arab World,ARB,71.62252633
2017,YR2017,Caribbean small states,CSS,73.51749249
2017,YR2017,Central Europe and the Baltics,CEB,77.03396591
2017,YR2017,Early-demographic dividend,EAR,70.2552611
2017,YR2017,East Asia & Pacific,EAS,75.86574762
2017,YR2017,East Asia & Pacific (excluding high income),EAP,74.9949516
2017,YR2017,East Asia & Pacific (IDA & IBRD countries),TEA,75.0333589
2017,YR2017,Euro area,EMU,81.95073042
2017,YR2017,Europe & Central Asia,ECS,77.74469037
2017,YR2017,Europe & Central Asia (excluding high income),ECA,73.39917233
2017,YR2017,Europe & Central Asia (IDA & IBRD countries),TEC,73.80835432
2017,YR2017,European Union,EUU,80.92334804
2017,YR2017,Fragile and conflict affected situations,FCS,61.2219442
2017,YR2017,Heavily indebted poor countries (HIPC),HPC,62.7486826
2017,YR2017,High income,HIC,80.6937295
2017,YR2017,IBRD only,IBD,73.19550862
2017,YR2017,IDA & IBRD total,IBT,70.85855778
2017,YR2017,IDA blend,IDB,61.99688464
2017,YR2017,IDA only,IDX,64.97329468
2017,YR2017,IDA total,IDA,63.96471201
2017,YR2017,Late-demographic dividend,LTE,75.99540149
2017,YR2017,Latin America & Caribbean,LCN,75.28021575
2017,YR2017,Latin America & Caribbean (excluding high income),LAC,75.08345444
2017,YR2017,Latin America & the Caribbean (IDA & IBRD countries),TLA,75.19246541
2017,YR2017,Least developed countries: UN classification,LDC,64.70773022
2017,YR2017,Low & middle income,LMY,70.79658768
2017,YR2017,Low income,LIC,63.39261016
2017,YR2017,Lower middle income,LMC,68.32302436
2017,YR2017,Middle East & North Africa,MEA,73.90103351
2017,YR2017,Middle East & North Africa (excluding high income),M..,73.39427025
2017,YR2017,Middle East & North Africa (IDA & IBRD countries),TMN,73.39013107
2017,YR2017,Middle income,MIC,71.70243385
2017,YR2017,North America,..C,78.9142768
2017,YR2017,Not classified,INX,..
2017,YR2017,OECD members,OED,80.13846573
2017,YR2017,Other small states,OSS,68.20548751
2017,YR2017,Pacific island small states,PSS,69.77428378
2017,YR2017,Post-demographic dividend,PST,80.61363761
2017,YR2017,Pre-demographic dividend,PRE,60.42746691
2017,YR2017,Small states,SST,69.2613898
2017,YR2017,South Asia,SAS,69.1713119
2017,YR2017,South Asia (IDA & IBRD),TSA,69.1713119
2017,YR2017,Sub-Saharan Africa,SSF,60.88000237
2017,YR2017,Sub-Saharan Africa (excluding high income),SSA,60.87877747
2017,YR2017,Sub-Saharan Africa (IDA & IBRD countries),TSS,60.88000237
2017,YR2017,Upper middle income,UMC,75.52253325
2017,YR2017,World,WLD,72.38300866
2018,YR2018,Afghanistan,AFG,64.486
2018,YR2018,Albania,ALB,78.458
2018,YR2018,Algeria,DZA,76.693
2018,YR2018,American Samoa,ASM,..
2018,YR2018,Andorra,AND,..
2018,YR2018,Angola,AGO,60.782
2018,YR2018,Antigua and Barbuda,ATG,76.885
2018,YR2018,Argenti..,ARG,76.52
2018,YR2018,Armenia,ARM,74.945
2018,YR2018,Aruba,ABW,76.152
2018,YR2018,Australia,AUS,82.74878049
2018,YR2018,Austria,AUT,81.64390244
2018,YR2018,Azerbaijan,AZE,72.864
2018,YR2018,"Bahamas, The",BHS,73.752
2018,YR2018,Bahrain,BHR,77.163
2018,YR2018,Bangladesh,BGD,72.32
2018,YR2018,Barbados,BRB,79.081
2018,YR2018,Belarus,BLR,74.17560976
2018,YR2018,Belgium,BEL,81.59512195
2018,YR2018,Belize,BLZ,74.496
2018,YR2018,Benin,BEN,61.47
2018,YR2018,Bermuda,BMU,81.65170732
2018,YR2018,Bhutan,BTN,71.46
2018,YR2018,Bolivia,BOL,71.239
2018,YR2018,Bosnia and Herzegovi..,BIH,77.262
2018,YR2018,Botswa..,BWA,69.275
2018,YR2018,Brazil,BRA,75.672
2018,YR2018,British Virgin Islands,VGB,..
2018,YR2018,Brunei Darussalam,BRN,75.722
2018,YR2018,Bulgaria,BGR,74.86585366
2018,YR2018,Burki.. Faso,BFA,61.174
2018,YR2018,Burundi,BDI,61.247
2018,YR2018,Cabo Verde,CPV,72.782
2018,YR2018,Cambodia,KHM,69.57
2018,YR2018,Cameroon,CMR,58.921
2018,YR2018,Ca..da,CAN,81.94878049
2018,YR2018,Cayman Islands,CYM,..
2018,YR2018,Central African Republic,CAF,52.805
2018,YR2018,Chad,TCD,53.977
2018,YR2018,Channel Islands,CHI,82.928
2018,YR2018,Chile,CHL,80.042
2018,YR2018,Chi..,CHN,76.704
2018,YR2018,Colombia,COL,77.109
2018,YR2018,Comoros,COM,64.118
2018,YR2018,"Congo, Dem. Rep.",COD,60.368
2018,YR2018,"Congo, Rep.",COG,64.29
2018,YR2018,Costa Rica,CRI,80.095
2018,YR2018,Cote d'Ivoire,CIV,57.422
2018,YR2018,Croatia,HRV,78.07073171
2018,YR2018,Cuba,CUB,78.726
2018,YR2018,Curacao,CUW,..
2018,YR2018,Cyprus,CYP,80.828
2018,YR2018,Czech Republic,CZE,78.97804878
2018,YR2018,Denmark,DNK,81.35121951
2018,YR2018,Djibouti,DJI,66.582
2018,YR2018,Dominica,DMA,..
2018,YR2018,Dominican Republic,DOM,73.892
2018,YR2018,Ecuador,ECU,76.8
2018,YR2018,"Egypt, Arab Rep.",EGY,71.825
2018,YR2018,El Salvador,SLV,73.096
2018,YR2018,Equatorial Guinea,GNQ,58.402
2018,YR2018,Eritrea,ERI,65.941
2018,YR2018,Estonia,EST,78.54390244
2018,YR2018,Eswatini,SWZ,59.401
2018,YR2018,Ethiopia,ETH,66.24
2018,YR2018,Faroe Islands,FRO,82.54878049
2018,YR2018,Fiji,FJI,67.341
2018,YR2018,Finland,FIN,81.83414634
2018,YR2018,France,FRA,82.52682927
2018,YR2018,French Polynesia,PYF,77.462
2018,YR2018,Gabon,GAB,66.187
2018,YR2018,"Gambia, The",GMB,61.735
2018,YR2018,Georgia,GEO,73.6
2018,YR2018,Germany,DEU,80.99268293
2018,YR2018,Gha..,GHA,63.78
2018,YR2018,Gibraltar,GIB,..
2018,YR2018,Greece,GRC,81.28780488
2018,YR2018,Greenland,GRL,..
2018,YR2018,Gre..da,GRD,72.384
2018,YR2018,Guam,GUM,79.859
2018,YR2018,Guatemala,GTM,74.063
2018,YR2018,Guinea,GIN,61.185
2018,YR2018,Guinea-Bissau,GNB,58.003
2018,YR2018,Guya..,GUY,69.774
2018,YR2018,Haiti,HTI,63.66
2018,YR2018,Honduras,HND,75.088
2018,YR2018,"Hong Kong SAR, Chi..",HKG,84.93414634
2018,YR2018,Hungary,HUN,75.81707317
2018,YR2018,Iceland,ISL,82.66097561
2018,YR2018,India,IND,69.416
2018,YR2018,Indonesia,IDN,71.509
2018,YR2018,"Iran, Islamic Rep.",IRN,76.479
2018,YR2018,Iraq,IRQ,70.454
2018,YR2018,Ireland,IRL,82.60731707
2018,YR2018,Isle of Man,IMN,..
2018,YR2018,Israel,ISR,82.80243902
2018,YR2018,Italy,ITA,82.94634146
2018,YR2018,Jamaica,JAM,74.368
2018,YR2018,Japan,JPN,84.21097561
2018,YR2018,Jordan,JOR,74.405
2018,YR2018,Kazakhstan,KAZ,73.15
2018,YR2018,Kenya,KEN,66.342
2018,YR2018,Kiribati,KIR,68.116
2018,YR2018,"Korea, Dem. People’s Rep.",PRK,72.095
2018,YR2018,"Korea, Rep.",KOR,82.62682927
2018,YR2018,Kosovo,XKX,72.19512195
2018,YR2018,Kuwait,KWT,75.398
2018,YR2018,Kyrgyz Republic,KGZ,71.4
2018,YR2018,Lao PDR,LAO,67.61
2018,YR2018,Latvia,LVA,74.67804878
2018,YR2018,Lebanon,LBN,78.875
2018,YR2018,Lesotho,LSO,53.705
2018,YR2018,Liberia,LBR,63.73
2018,YR2018,Libya,LBY,72.724
2018,YR2018,Liechtenstein,LIE,83.74634146
2018,YR2018,Lithuania,LTU,76.2902439
2018,YR2018,Luxembourg,LUX,82.09512195
2018,YR2018,"Macao SAR, Chi..",MAC,84.118
2018,YR2018,Madagascar,MDG,66.681
2018,YR2018,Malawi,MWI,63.798
2018,YR2018,Malaysia,MYS,75.997
2018,YR2018,Maldives,MDV,78.627
2018,YR2018,Mali,MLI,58.893
2018,YR2018,Malta,MLT,82.34634146
2018,YR2018,Marshall Islands,MHL,..
2018,YR2018,Mauritania,MRT,64.704
2018,YR2018,Mauritius,MUS,74.41634146
2018,YR2018,Mexico,MEX,74.992
2018,YR2018,"Micronesia, Fed. Sts.",FSM,67.755
2018,YR2018,Moldova,MDA,71.808
2018,YR2018,Mo..co,MCO,..
2018,YR2018,Mongolia,MNG,69.689
2018,YR2018,Montenegro,MNE,76.77
2018,YR2018,Morocco,MAR,76.453
2018,YR2018,Mozambique,MOZ,60.163
2018,YR2018,Myanmar,MMR,66.867
2018,YR2018,..mibia,..M,63.373
2018,YR2018,..uru,NRU,..
2018,YR2018,Nepal,NPL,70.478
2018,YR2018,Netherlands,NLD,81.76097561
2018,YR2018,New Caledonia,NCL,77.14878049
2018,YR2018,New Zealand,NZL,81.85853659
2018,YR2018,Nicaragua,NIC,74.275
2018,YR2018,Niger,NER,62.024
2018,YR2018,Nigeria,NGA,54.332
2018,YR2018,North Macedonia,MKD,75.688
2018,YR2018,Northern Maria.. Islands,MNP,..
2018,YR2018,Norway,NOR,82.81219512
2018,YR2018,Oman,OMN,77.633
2018,YR2018,Pakistan,PAK,67.114
2018,YR2018,Palau,PLW,..
2018,YR2018,Pa..ma,PAN,78.329
2018,YR2018,Papua New Guinea,PNG,64.263
2018,YR2018,Paraguay,PRY,74.131
2018,YR2018,Peru,PER,76.516
2018,YR2018,Philippines,PHL,71.095
2018,YR2018,Poland,POL,77.75365854
2018,YR2018,Portugal,PRT,81.72439024
2018,YR2018,Puerto Rico,PRI,79.77819512
2018,YR2018,Qatar,QAT,80.1
2018,YR2018,Romania,ROU,75.4097561
2018,YR2018,Russian Federation,RUS,72.65731707
2018,YR2018,Rwanda,RWA,68.7
2018,YR2018,Samoa,WSM,73.187
2018,YR2018,San Marino,SMR,..
2018,YR2018,Sao Tome and Principe,STP,70.17
2018,YR2018,Saudi Arabia,SAU,74.998
2018,YR2018,Senegal,SEN,67.665
2018,YR2018,Serbia,SRB,75.53902439
2018,YR2018,Seychelles,SYC,72.84146341
2018,YR2018,Sierra Leone,SLE,54.309
2018,YR2018,Singapore,SGP,83.14634146
2018,YR2018,Sint Maarten (Dutch part),SXM,..
2018,YR2018,Slovak Republic,SVK,77.16585366
2018,YR2018,Slovenia,SVN,81.02926829
2018,YR2018,Solomon Islands,SLB,72.835
2018,YR2018,Somalia,SOM,57.068
2018,YR2018,South Africa,ZAF,63.857
2018,YR2018,South Sudan,SSD,57.604
2018,YR2018,Spain,ESP,83.33414634
2018,YR2018,Sri Lanka,LKA,76.812
2018,YR2018,St. Kitts and Nevis,K..,..
2018,YR2018,St. Lucia,LCA,76.057
2018,YR2018,St. Martin (French part),MAF,79.87073171
2018,YR2018,St. Vincent and the Gre..dines,VCT,72.415
2018,YR2018,Sudan,SDN,65.095
2018,YR2018,Suri..me,SUR,71.57
2018,YR2018,Sweden,SWE,82.51219512
2018,YR2018,Switzerland,CHE,83.55121951
2018,YR2018,Syrian Arab Republic,SYR,71.779
2018,YR2018,Tajikistan,TJK,70.879
2018,YR2018,Tanzania,TZA,65.015
2018,YR2018,Thailand,THA,76.931
2018,YR2018,Timor-Leste,TLS,69.26
2018,YR2018,Togo,TGO,60.76
2018,YR2018,Tonga,TON,70.801
2018,YR2018,Trinidad and Tobago,TTO,73.38
2018,YR2018,Tunisia,TUN,76.505
2018,YR2018,Turkey,TUR,77.437
2018,YR2018,Turkmenistan,TKM,68.073
2018,YR2018,Turks and Caicos Islands,TCA,..
2018,YR2018,Tuvalu,TUV,..
2018,YR2018,Uganda,UGA,62.973
2018,YR2018,Ukraine,UKR,71.58268293
2018,YR2018,United Arab Emirates,ARE,77.814
2018,YR2018,United Kingdom,GBR,81.35609756
2018,YR2018,United States,USA,78.53902439
2018,YR2018,Uruguay,URY,77.77
2018,YR2018,Uzbekistan,UZB,71.573
2018,YR2018,Vanuatu,VUT,70.323
2018,YR2018,"Venezuela, RB",VEN,72.128
2018,YR2018,Viet..m,VNM,75.317
2018,YR2018,Virgin Islands (U.S.),VIR,79.56829268
2018,YR2018,West Bank and Gaza,PSE,73.895
2018,YR2018,"Yemen, Rep.",YEM,66.096
2018,YR2018,Zambia,ZMB,63.51
2018,YR2018,Zimbabwe,ZWE,61.195
2018,YR2018,Arab World,ARB,..
2018,YR2018,Caribbean small states,CSS,..
2018,YR2018,Central Europe and the Baltics,CEB,..
2018,YR2018,Early-demographic dividend,EAR,..
2018,YR2018,East Asia & Pacific,EAS,..
2018,YR2018,East Asia & Pacific (excluding high income),EAP,..
2018,YR2018,East Asia & Pacific (IDA & IBRD countries),TEA,..
2018,YR2018,Euro area,EMU,..
2018,YR2018,Europe & Central Asia,ECS,..
2018,YR2018,Europe & Central Asia (excluding high income),ECA,..
2018,YR2018,Europe & Central Asia (IDA & IBRD countries),TEC,..
2018,YR2018,European Union,EUU,80.97050204
2018,YR2018,Fragile and conflict affected situations,FCS,61.49570585
2018,YR2018,Heavily indebted poor countries (HIPC),HPC,..
2018,YR2018,High income,HIC,..
2018,YR2018,IBRD only,IBD,..
2018,YR2018,IDA & IBRD total,IBT,..
2018,YR2018,IDA blend,IDB,..
2018,YR2018,IDA only,IDX,..
2018,YR2018,IDA total,IDA,..
2018,YR2018,Late-demographic dividend,LTE,..
2018,YR2018,Latin America & Caribbean,LCN,..
2018,YR2018,Latin America & Caribbean (excluding high income),LAC,..
2018,YR2018,Latin America & the Caribbean (IDA & IBRD countries),TLA,..
2018,YR2018,Least developed countries: UN classification,LDC,..
2018,YR2018,Low & middle income,LMY,..
2018,YR2018,Low income,LIC,..
2018,YR2018,Lower middle income,LMC,..
2018,YR2018,Middle East & North Africa,MEA,..
2018,YR2018,Middle East & North Africa (excluding high income),M..,..
2018,YR2018,Middle East & North Africa (IDA & IBRD countries),TMN,..
2018,YR2018,Middle income,MIC,..
2018,YR2018,North America,..C,..
2018,YR2018,Not classified,INX,..
2018,YR2018,OECD members,OED,..
2018,YR2018,Other small states,OSS,..
2018,YR2018,Pacific island small states,PSS,..
2018,YR2018,Post-demographic dividend,PST,..
2018,YR2018,Pre-demographic dividend,PRE,..
2018,YR2018,Small states,SST,..
2018,YR2018,South Asia,SAS,..
2018,YR2018,South Asia (IDA & IBRD),TSA,..
2018,YR2018,Sub-Saharan Africa,SSF,..
2018,YR2018,Sub-Saharan Africa (excluding high income),SSA,..
